2023-10-08 15:13:48.090 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.zzyl.service.test.IoTDeviceTest], using SpringBootContextLoader
2023-10-08 15:15:07.622 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.630 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserVo, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.669 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.670 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.670 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.672 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.672 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.673 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.674 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.674 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:15:07.698 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:15:07.908 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:15:07.908 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:15:07.940 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:15:07.940 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:15:07.968 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:15:07.969 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:15:07.976 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:15:08.006 [main] INFO  com.zzyl.service.test.IoTDeviceTest-Started IoTDeviceTest in 23.723 seconds (JVM running for 25.283)
2023-10-08 15:15:08.818 [AmqpProvider :(1):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:49a832f1-ee3c-4025-8b9f-2fe8c5bcc747:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:15:08.819 [QpidJMS Connection Executor: ID:49a832f1-ee3c-4025-8b9f-2fe8c5bcc747:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:15:09.258 [AmqpProvider :(2):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:f08be148-97d3-42ca-92ec-e8b930ae2c31:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:15:09.258 [QpidJMS Connection Executor: ID:f08be148-97d3-42ca-92ec-e8b930ae2c31:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:15:09.604 [AmqpProvider :(3):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:7abd179c-cbb3-4243-a62d-5a9b510f619d:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:15:09.604 [QpidJMS Connection Executor: ID:7abd179c-cbb3-4243-a62d-5a9b510f619d:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:15:09.937 [AmqpProvider :(4):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:478bb81e-a987-47da-8170-97db61bb2e79:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:15:09.937 [QpidJMS Connection Executor: ID:478bb81e-a987-47da-8170-97db61bb2e79:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:15:10.016 [main] INFO  com.zzyl.job.AmqpClient-amqp  is started successfully, and will exit after server shutdown 
2023-10-08 15:15:10.838 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:15:10.838 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:15:10.839 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:15:10.839 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:15:10.839 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:15:10.839 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:15:10.839 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:15:10.839 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:15:10.849 [Thread-7] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server stop.
2023-10-08 15:15:10.852 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread->>>>>>>>>>> xxl-job registry-remove success, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='zzyl-dev-executor', registryValue='http://172.16.17.191:9999/'}, registryResult:ReturnT [code=200, msg=null, content=null]
2023-10-08 15:15:10.852 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread->>>>>>>>>>> xxl-job, executor registry thread destory.
2023-10-08 15:15:10.852 [SpringApplicationShutdownHook] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server destroy success.
2023-10-08 15:15:10.853 [xxl-job, executor TriggerCallbackThread] INFO  com.xxl.job.core.thread.TriggerCallbackThread->>>>>>>>>>> xxl-job, executor callback thread destory.
2023-10-08 15:15:10.853 [Thread-6] INFO  com.xxl.job.core.thread.TriggerCallbackThread->>>>>>>>>>> xxl-job, executor retry callback thread destory.
2023-10-08 15:15:10.864 [SpringApplicationShutdownHook] INFO  o.a.e.impl.asyncexecutor.DefaultAsyncJobExecutor-Shutting down the default async job executor [org.activiti.spring.SpringAsyncExecutor].
2023-10-08 15:15:10.865 [activiti-acquire-timer-jobs] INFO  o.a.e.impl.asyncexecutor.AcquireTimerJobsRunnable-{} stopped async job due acquisition
2023-10-08 15:15:10.865 [activiti-acquire-async-jobs] INFO  o.a.e.i.asyncexecutor.AcquireAsyncJobsDueRunnable-{} stopped async job due acquisition
2023-10-08 15:15:10.865 [activiti-reset-expired-jobs] INFO  o.a.e.impl.asyncexecutor.ResetExpiredJobsRunnable-{} stopped resetting expired jobs
2023-10-08 15:15:10.895 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closing ...
2023-10-08 15:15:10.899 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closed
2023-10-08 15:17:16.835 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.zzyl.service.test.IoTDeviceTest], using SpringBootContextLoader
2023-10-08 15:17:16.846 [main] INFO  o.s.test.context.support.AbstractContextLoader-Could not detect default resource locations for test class [com.zzyl.service.test.IoTDeviceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-10-08 15:17:16.847 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils-Could not detect default configuration classes for test class [com.zzyl.service.test.IoTDeviceTest]: IoTDeviceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-10-08 15:17:17.126 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Found @SpringBootConfiguration com.zzyl.ZzylApplication for test class com.zzyl.service.test.IoTDeviceTest
2023-10-08 15:17:17.463 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2023-10-08 15:17:17.505 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1c807b1d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@238b521e, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1b39fd82, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3e2fc448, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@21680803, org.springframework.test.context.support.DirtiesContextTestExecutionListener@588ab592, org.springframework.test.context.transaction.TransactionalTestExecutionListener@c8b96ec, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4cc61eb1, org.springframework.test.context.event.EventPublishingTestExecutionListener@2d8f2f3a, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2024293c, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7048f722, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@c074c0c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@58a55449, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5949eba8, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@6e0ff644]
2023-10-08 15:17:18.225 [main] INFO  com.zzyl.service.test.IoTDeviceTest-Starting IoTDeviceTest using Java 11 on LAPTOP-EK2VLALR with PID 20460 (started by yuhon in D:\code\2023\zzyl-code\zzyl\zzyl-web)
2023-10-08 15:17:18.226 [main] INFO  com.zzyl.service.test.IoTDeviceTest-No active profile set, falling back to 1 default profile: "default"
2023-10-08 15:17:18.231 [background-preinit] INFO  org.hibernate.validator.internal.util.Version-HV000001: Hibernate Validator 6.2.5.Final
2023-10-08 15:17:21.301 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate-Multiple Spring Data modules found, entering strict repository configuration mode
2023-10-08 15:17:21.307 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate-Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-10-08 15:17:21.391 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate-Finished Spring Data repository scanning in 58 ms. Found 0 Redis repository interfaces.
2023-10-08 15:17:23.335 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'org.activiti.spring.boot.ActivitiMethodSecurityAutoConfiguration$ActivitiMethodSecurityConfiguration' of type [org.activiti.spring.boot.ActivitiMethodSecurityAutoConfiguration$ActivitiMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$a8bf0782] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-10-08 15:17:23.806 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure-Init DruidDataSource
2023-10-08 15:17:24.137 [main] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} inited
2023-10-08 15:17:26.891 [main] INFO  org.redisson.Version-Redisson 3.11.2
2023-10-08 15:17:28.819 [redisson-netty-2-32] INFO  org.redisson.connection.pool.MasterConnectionPool-24 connections initialized for 192.168.200.146/192.168.200.146:6379
2023-10-08 15:17:28.819 [redisson-netty-2-26] INFO  o.r.connection.pool.MasterPubSubConnectionPool-1 connections initialized for 192.168.200.146/192.168.200.146:6379
2023-10-08 15:17:31.008 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-Found 1 Process Engine Configurators in total:
2023-10-08 15:17:31.008 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-class org.activiti.spring.process.conf.ProcessExtensionsConfiguratorAutoConfiguration$$EnhancerBySpringCGLIB$$35eab7a7 (priority:10000)
2023-10-08 15:17:31.008 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-Executing beforeInit() of class org.activiti.spring.process.conf.ProcessExtensionsConfiguratorAutoConfiguration$$EnhancerBySpringCGLIB$$35eab7a7 (priority:10000)
2023-10-08 15:17:32.084 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-Executing configure() of class org.activiti.spring.process.conf.ProcessExtensionsConfiguratorAutoConfiguration$$EnhancerBySpringCGLIB$$35eab7a7 (priority:10000)
2023-10-08 15:17:32.209 [main] INFO  org.activiti.engine.impl.ProcessEngineImpl-ProcessEngine default created
2023-10-08 15:17:32.210 [main] INFO  o.a.e.impl.asyncexecutor.DefaultAsyncJobExecutor-Starting up the default async job executor [org.activiti.spring.SpringAsyncExecutor].
2023-10-08 15:17:32.211 [Thread-2] INFO  o.a.e.i.asyncexecutor.AcquireAsyncJobsDueRunnable-{} starting to acquire async jobs due
2023-10-08 15:17:32.211 [Thread-3] INFO  o.a.e.impl.asyncexecutor.AcquireTimerJobsRunnable-{} starting to acquire async jobs due
2023-10-08 15:17:32.211 [Thread-4] INFO  o.a.e.impl.asyncexecutor.ResetExpiredJobsRunnable-{} starting to reset expired jobs
2023-10-08 15:17:32.260 [main] WARN  o.a.s.a.AbstractAutoDeploymentStrategy-Enforced application version not set.
2023-10-08 15:17:32.744 [main] INFO  com.zzyl.config.OssAliyunAutoConfig------------------开始创建OSSClient--------------------
2023-10-08 15:17:33.281 [main] INFO  com.zzyl.config.OssAliyunAutoConfig------------------结束创建OSSClient--------------------
2023-10-08 15:17:34.954 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver-Exposing 1 endpoint(s) beneath base path '/actuator'
2023-10-08 15:17:35.858 [main] INFO  o.s.security.web.DefaultSecurityFilterChain-Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@431a9a71, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3e62fe4d, org.springframework.security.web.context.SecurityContextPersistenceFilter@697ea6b2, org.springframework.security.web.header.HeaderWriterFilter@1bf00a6f, org.springframework.security.web.authentication.logout.LogoutFilter@4733c7f0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7bca96d6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@16e17e6b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@325e1229, org.springframework.security.web.session.SessionManagementFilter@579847d7, org.springframework.security.web.access.ExceptionTranslationFilter@3f2b55f8, org.springframework.security.web.access.intercept.AuthorizationFilter@a9f4621]
2023-10-08 15:17:35.961 [main] INFO  com.zzyl.config.XxlJobConfig->>>>>>>>>>> xxl-job config init.
2023-10-08 15:17:38.718 [main] INFO  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job register jobhandler success, name:createMothBillAndTaskJob, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@4fd43b14[class com.zzyl.job.BillJob#createMothBillAndTaskJob]
2023-10-08 15:17:38.718 [main] INFO  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job register jobhandler success, name:updateContractStatusJob, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@5b9d7666[class com.zzyl.job.ContractJob#updateContractStatusJob]
2023-10-08 15:17:38.718 [main] INFO  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job register jobhandler success, name:reservationStatusToExpired, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@36bcae97[class com.zzyl.job.ReservationJob#updateReservationStatus]
2023-10-08 15:17:38.852 [main] WARN  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job accessToken is empty. To ensure system security, please set the accessToken.
2023-10-08 15:17:38.945 [Thread-7] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server start success, nettype = class com.xxl.job.core.server.EmbedServer, port = 9999
2023-10-08 15:17:40.353 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: TradingVo, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.386 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: RefundRecordVo, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.421 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.423 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.423 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.424 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.425 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.425 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.426 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.488 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.489 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.490 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.491 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.492 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.493 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.493 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.506 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: TradingVo, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.718 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.719 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.720 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.720 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.721 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.721 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.721 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.722 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.786 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.802 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.810 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.814 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:40.822 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.044 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserVo, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.290 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.291 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.295 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.296 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.297 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.298 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.303 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.304 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.323 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.324 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.325 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.326 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.327 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.327 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.328 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.329 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.337 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.346 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: TradingVo, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.430 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.431 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.433 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.441 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
